state,year,total_cases,Group_Name,Sub_Group_Name,crime_type,Subgroup
Punjab,2005,1190,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Rajasthan,2005,6429,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Sikkim,2005,5,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tamil Nadu,2005,3583,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tripura,2005,57,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttar Pradesh,2005,7619,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttarakhand,2005,521,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
West Bengal,2005,2435,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Andaman & Nicobar Islands,2006,6,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Andhra Pradesh,2006,5470,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Arunachal Pradesh,2006,74,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Assam,2006,1405,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Bihar,2006,2023,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Chandigarh,2006,529,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Chhattisgarh,2006,2143,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Dadra & Nagar Haveli,2006,15,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Daman & Diu,2006,33,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Delhi,2006,9402,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Goa,2006,228,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Gujarat,2006,7191,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Haryana,2006,6588,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Himachal Pradesh,2006,216,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Jammu & Kashmir,2006,559,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Jharkhand,2006,1229,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Karnataka,2006,6006,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Kerala,2006,2019,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Lakshadweep,2006,2,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Madhya Pradesh,2006,7651,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Maharashtra,2006,12814,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Manipur,2006,119,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Meghalaya,2006,135,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Mizoram,2006,68,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Nagaland,2006,155,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Odisha,2006,1571,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Puducherry,2006,320,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Punjab,2006,1545,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Rajasthan,2006,6977,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Sikkim,2006,8,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tamil Nadu,2006,3009,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tripura,2006,28,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttar Pradesh,2006,8349,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttarakhand,2006,499,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
West Bengal,2006,2714,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Andaman & Nicobar Islands,2007,8,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Andhra Pradesh,2007,6309,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Arunachal Pradesh,2007,116,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Assam,2007,1801,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Bihar,2007,2393,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Chandigarh,2007,853,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Chhattisgarh,2007,1933,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Dadra & Nagar Haveli,2007,19,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Daman & Diu,2007,28,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Delhi,2007,8874,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Goa,2007,220,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Gujarat,2007,8019,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Haryana,2007,6736,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Himachal Pradesh,2007,265,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Jammu & Kashmir,2007,514,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Jharkhand,2007,1738,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Karnataka,2007,6073,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Kerala,2007,2110,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Lakshadweep,2007,2,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Madhya Pradesh,2007,8822,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Maharashtra,2007,13910,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Manipur,2007,157,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Meghalaya,2007,93,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Mizoram,2007,70,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Nagaland,2007,233,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Odisha,2007,1733,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Puducherry,2007,498,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Punjab,2007,2062,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Rajasthan,2007,7933,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Sikkim,2007,11,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tamil Nadu,2007,2888,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tripura,2007,55,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttar Pradesh,2007,9485,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttarakhand,2007,545,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
West Bengal,2007,2424,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Andaman & Nicobar Islands,2008,11,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Andhra Pradesh,2008,7848,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Arunachal Pradesh,2008,60,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Assam,2008,1878,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Bihar,2008,2675,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Chandigarh,2008,1094,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Chhattisgarh,2008,2118,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Dadra & Nagar Haveli,2008,19,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Daman & Diu,2008,33,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Delhi,2008,11027,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Goa,2008,253,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Gujarat,2008,9943,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Haryana,2008,7893,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Himachal Pradesh,2008,329,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Jammu & Kashmir,2008,672,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Jharkhand,2008,2471,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Karnataka,2008,9202,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Kerala,2008,2001,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Lakshadweep,2008,1,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Madhya Pradesh,2008,11029,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Maharashtra,2008,16909,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Manipur,2008,297,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Meghalaya,2008,132,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Mizoram,2008,43,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Nagaland,2008,251,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Odisha,2008,1975,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Puducherry,2008,443,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Punjab,2008,2160,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Rajasthan,2008,9496,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Sikkim,2008,9,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tamil Nadu,2008,3747,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tripura,2008,65,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttar Pradesh,2008,10371,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttarakhand,2008,645,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
West Bengal,2008,2567,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Andaman & Nicobar Islands,2009,10,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Andhra Pradesh,2009,8257,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Arunachal Pradesh,2009,109,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Assam,2009,1709,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Bihar,2009,3674,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Chandigarh,2009,1117,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Chhattisgarh,2009,2188,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Dadra & Nagar Haveli,2009,23,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Daman & Diu,2009,31,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Delhi,2009,13251,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Goa,2009,346,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Gujarat,2009,11145,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Haryana,2009,8370,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Himachal Pradesh,2009,331,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Jammu & Kashmir,2009,881,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Jharkhand,2009,2496,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Karnataka,2009,11020,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Kerala,2009,2028,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Lakshadweep,2009,5,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Madhya Pradesh,2009,10955,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Maharashtra,2009,18236,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Manipur,2009,320,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Meghalaya,2009,180,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Mizoram,2009,77,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Nagaland,2009,216,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Odisha,2009,2521,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Puducherry,2009,502,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Punjab,2009,2842,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Rajasthan,2009,11783,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Sikkim,2009,10,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tamil Nadu,2009,5198,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tripura,2009,71,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttar Pradesh,2009,14378,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttarakhand,2009,702,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
West Bengal,2009,3618,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Andaman & Nicobar Islands,2010,22,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Andhra Pradesh,2010,7422,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Arunachal Pradesh,2010,139,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Assam,2010,600,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Bihar,2010,4271,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Chandigarh,2010,898,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Chhattisgarh,2010,2139,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Dadra & Nagar Haveli,2010,34,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Daman & Diu,2010,28,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Delhi,2010,15031,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Goa,2010,372,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Gujarat,2010,9829,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Haryana,2010,11398,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Himachal Pradesh,2010,334,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Jammu & Kashmir,2010,968,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Jharkhand,2010,2684,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Karnataka,2010,10639,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Kerala,2010,1478,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Madhya Pradesh,2010,12060,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Maharashtra,2010,18605,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Manipur,2010,286,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Meghalaya,2010,152,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Mizoram,2010,69,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Nagaland,2010,277,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Odisha,2010,2627,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Puducherry,2010,384,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Punjab,2010,2713,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Rajasthan,2010,13109,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Sikkim,2010,8,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tamil Nadu,2010,5205,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Tripura,2010,50,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttar Pradesh,2010,16705,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Uttarakhand,2010,853,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
West Bengal,2010,4305,AT6-Total,6. Total (Sum of 1-5 Above),Auto Theft,
Andaman & Nicobar Islands,2001,3,Rape,01. Rape,Crime Against Women,
Andhra Pradesh,2001,871,Rape,01. Rape,Crime Against Women,
Arunachal Pradesh,2001,33,Rape,01. Rape,Crime Against Women,
Assam,2001,817,Rape,01. Rape,Crime Against Women,
Bihar,2001,888,Rape,01. Rape,Crime Against Women,
Chandigarh,2001,18,Rape,01. Rape,Crime Against Women,
Chhattisgarh,2001,959,Rape,01. Rape,Crime Against Women,
Dadra & Nagar Haveli,2001,6,Rape,01. Rape,Crime Against Women,
Daman & Diu,2001,0,Rape,01. Rape,Crime Against Women,
Delhi,2001,381,Rape,01. Rape,Crime Against Women,
Goa,2001,12,Rape,01. Rape,Crime Against Women,
Gujarat,2001,286,Rape,01. Rape,Crime Against Women,
Haryana,2001,398,Rape,01. Rape,Crime Against Women,
Himachal Pradesh,2001,124,Rape,01. Rape,Crime Against Women,
Jammu & Kashmir,2001,169,Rape,01. Rape,Crime Against Women,
Jharkhand,2001,567,Rape,01. Rape,Crime Against Women,
Karnataka,2001,293,Rape,01. Rape,Crime Against Women,
Kerala,2001,562,Rape,01. Rape,Crime Against Women,
Lakshadweep,2001,0,Rape,01. Rape,Crime Against Women,
Madhya Pradesh,2001,2851,Rape,01. Rape,Crime Against Women,
Maharashtra,2001,1302,Rape,01. Rape,Crime Against Women,
Manipur,2001,20,Rape,01. Rape,Crime Against Women,
Meghalaya,2001,26,Rape,01. Rape,Crime Against Women,
Mizoram,2001,52,Rape,01. Rape,Crime Against Women,
Nagaland,2001,17,Rape,01. Rape,Crime Against Women,
Odisha,2001,790,Rape,01. Rape,Crime Against Women,
Puducherry,2001,9,Rape,01. Rape,Crime Against Women,
Punjab,2001,298,Rape,01. Rape,Crime Against Women,
Rajasthan,2001,1049,Rape,01. Rape,Crime Against Women,
Sikkim,2001,8,Rape,01. Rape,Crime Against Women,
Tamil Nadu,2001,423,Rape,01. Rape,Crime Against Women,
Tripura,2001,102,Rape,01. Rape,Crime Against Women,
Uttar Pradesh,2001,1958,Rape,01. Rape,Crime Against Women,
Uttarakhand,2001,74,Rape,01. Rape,Crime Against Women,
West Bengal,2001,709,Rape,01. Rape,Crime Against Women,
Andaman & Nicobar Islands,2002,2,Rape,01. Rape,Crime Against Women,
Andhra Pradesh,2002,1002,Rape,01. Rape,Crime Against Women,
Arunachal Pradesh,2002,38,Rape,01. Rape,Crime Against Women,
Assam,2002,970,Rape,01. Rape,Crime Against Women,
Bihar,2002,1040,Rape,01. Rape,Crime Against Women,
Chandigarh,2002,18,Rape,01. Rape,Crime Against Women,
Chhattisgarh,2002,992,Rape,01. Rape,Crime Against Women,
Dadra & Nagar Haveli,2002,4,Rape,01. Rape,Crime Against Women,
Daman & Diu,2002,0,Rape,01. Rape,Crime Against Women,
Delhi,2002,403,Rape,01. Rape,Crime Against Women,
Goa,2002,12,Rape,01. Rape,Crime Against Women,
Gujarat,2002,267,Rape,01. Rape,Crime Against Women,
Haryana,2002,361,Rape,01. Rape,Crime Against Women,
Himachal Pradesh,2002,137,Rape,01. Rape,Crime Against Women,
Jammu & Kashmir,2002,192,Rape,01. Rape,Crime Against Women,
Jharkhand,2002,797,Rape,01. Rape,Crime Against Women,
Karnataka,2002,292,Rape,01. Rape,Crime Against Women,
Kerala,2002,499,Rape,01. Rape,Crime Against Women,
Lakshadweep,2002,1,Rape,01. Rape,Crime Against Women,
Madhya Pradesh,2002,2891,Rape,01. Rape,Crime Against Women,
Maharashtra,2002,1352,Rape,01. Rape,Crime Against Women,
Manipur,2002,14,Rape,01. Rape,Crime Against Women,
Meghalaya,2002,38,Rape,01. Rape,Crime Against Women,
Mizoram,2002,76,Rape,01. Rape,Crime Against Women,
Nagaland,2002,17,Rape,01. Rape,Crime Against Women,
Odisha,2002,691,Rape,01. Rape,Crime Against Women,
Puducherry,2002,6,Rape,01. Rape,Crime Against Women,
Punjab,2002,299,Rape,01. Rape,Crime Against Women,
Rajasthan,2002,1051,Rape,01. Rape,Crime Against Women,
Sikkim,2002,6,Rape,01. Rape,Crime Against Women,
Tamil Nadu,2002,534,Rape,01. Rape,Crime Against Women,
Tripura,2002,108,Rape,01. Rape,Crime Against Women,
Uttar Pradesh,2002,1415,Rape,01. Rape,Crime Against Women,
Uttarakhand,2002,89,Rape,01. Rape,Crime Against Women,
West Bengal,2002,759,Rape,01. Rape,Crime Against Women,
Andaman & Nicobar Islands,2003,2,Rape,01. Rape,Crime Against Women,
Andhra Pradesh,2003,946,Rape,01. Rape,Crime Against Women,
Arunachal Pradesh,2003,31,Rape,01. Rape,Crime Against Women,
Assam,2003,1095,Rape,01. Rape,Crime Against Women,
Bihar,2003,985,Rape,01. Rape,Crime Against Women,
Chandigarh,2003,18,Rape,01. Rape,Crime Against Women,
Chhattisgarh,2003,898,Rape,01. Rape,Crime Against Women,
Dadra & Nagar Haveli,2003,1,Rape,01. Rape,Crime Against Women,
Daman & Diu,2003,5,Rape,01. Rape,Crime Against Women,
Delhi,2003,490,Rape,01. Rape,Crime Against Women,
Goa,2003,31,Rape,01. Rape,Crime Against Women,
Gujarat,2003,236,Rape,01. Rape,Crime Against Women,
Haryana,2003,353,Rape,01. Rape,Crime Against Women,
Himachal Pradesh,2003,126,Rape,01. Rape,Crime Against Women,
Jammu & Kashmir,2003,211,Rape,01. Rape,Crime Against Women,
Jharkhand,2003,712,Rape,01. Rape,Crime Against Women,
Karnataka,2003,321,Rape,01. Rape,Crime Against Women,
Kerala,2003,394,Rape,01. Rape,Crime Against Women,
Lakshadweep,2003,2,Rape,01. Rape,Crime Against Women,
Madhya Pradesh,2003,2738,Rape,01. Rape,Crime Against Women,
Maharashtra,2003,1268,Rape,01. Rape,Crime Against Women,
Manipur,2003,18,Rape,01. Rape,Crime Against Women,
Meghalaya,2003,40,Rape,01. Rape,Crime Against Women,
Mizoram,2003,54,Rape,01. Rape,Crime Against Women,
Nagaland,2003,14,Rape,01. Rape,Crime Against Women,
Odisha,2003,725,Rape,01. Rape,Crime Against Women,
Puducherry,2003,2,Rape,01. Rape,Crime Against Women,
Punjab,2003,380,Rape,01. Rape,Crime Against Women,
Rajasthan,2003,1050,Rape,01. Rape,Crime Against Women,
Sikkim,2003,10,Rape,01. Rape,Crime Against Women,
Tamil Nadu,2003,557,Rape,01. Rape,Crime Against Women,
Tripura,2003,114,Rape,01. Rape,Crime Against Women,
Uttar Pradesh,2003,911,Rape,01. Rape,Crime Against Women,
Uttarakhand,2003,107,Rape,01. Rape,Crime Against Women,
West Bengal,2003,1002,Rape,01. Rape,Crime Against Women,
Andaman & Nicobar Islands,2004,10,Rape,01. Rape,Crime Against Women,
Andhra Pradesh,2004,1016,Rape,01. Rape,Crime Against Women,
Arunachal Pradesh,2004,42,Rape,01. Rape,Crime Against Women,
Assam,2004,1171,Rape,01. Rape,Crime Against Women,
Bihar,2004,1390,Rape,01. Rape,Crime Against Women,
Chandigarh,2004,19,Rape,01. Rape,Crime Against Women,
Chhattisgarh,2004,969,Rape,01. Rape,Crime Against Women,
Dadra & Nagar Haveli,2004,7,Rape,01. Rape,Crime Against Women,
Daman & Diu,2004,1,Rape,01. Rape,Crime Against Women,
Delhi,2004,551,Rape,01. Rape,Crime Against Women,
Goa,2004,37,Rape,01. Rape,Crime Against Women,
Gujarat,2004,339,Rape,01. Rape,Crime Against Women,
Haryana,2004,386,Rape,01. Rape,Crime Against Women,
Himachal Pradesh,2004,153,Rape,01. Rape,Crime Against Women,
Jammu & Kashmir,2004,218,Rape,01. Rape,Crime Against Women,
Jharkhand,2004,797,Rape,01. Rape,Crime Against Women,
Karnataka,2004,291,Rape,01. Rape,Crime Against Women,
Kerala,2004,480,Rape,01. Rape,Crime Against Women,
Lakshadweep,2004,0,Rape,01. Rape,Crime Against Women,
Madhya Pradesh,2004,2875,Rape,01. Rape,Crime Against Women,
Maharashtra,2004,1388,Rape,01. Rape,Crime Against Women,
Manipur,2004,31,Rape,01. Rape,Crime Against Women,
Meghalaya,2004,54,Rape,01. Rape,Crime Against Women,
Mizoram,2004,20,Rape,01. Rape,Crime Against Women,
Nagaland,2004,18,Rape,01. Rape,Crime Against Women,
Odisha,2004,770,Rape,01. Rape,Crime Against Women,
Puducherry,2004,4,Rape,01. Rape,Crime Against Women,
Punjab,2004,390,Rape,01. Rape,Crime Against Women,
Rajasthan,2004,1038,Rape,01. Rape,Crime Against Women,
Sikkim,2004,3,Rape,01. Rape,Crime Against Women,
Tamil Nadu,2004,618,Rape,01. Rape,Crime Against Women,
Tripura,2004,160,Rape,01. Rape,Crime Against Women,
Uttar Pradesh,2004,1397,Rape,01. Rape,Crime Against Women,
Uttarakhand,2004,115,Rape,01. Rape,Crime Against Women,
West Bengal,2004,1475,Rape,01. Rape,Crime Against Women,
Andaman & Nicobar Islands,2005,4,Rape,01. Rape,Crime Against Women,
Andhra Pradesh,2005,935,Rape,01. Rape,Crime Against Women,
Arunachal Pradesh,2005,35,Rape,01. Rape,Crime Against Women,
Assam,2005,1238,Rape,01. Rape,Crime Against Women,
Bihar,2005,1147,Rape,01. Rape,Crime Against Women,
Chandigarh,2005,33,Rape,01. Rape,Crime Against Women,
Chhattisgarh,2005,990,Rape,01. Rape,Crime Against Women,
Dadra & Nagar Haveli,2005,5,Rape,01. Rape,Crime Against Women,
Daman & Diu,2005,2,Rape,01. Rape,Crime Against Women,
Delhi,2005,658,Rape,01. Rape,Crime Against Women,
Goa,2005,20,Rape,01. Rape,Crime Against Women,
Gujarat,2005,324,Rape,01. Rape,Crime Against Women,
Haryana,2005,461,Rape,01. Rape,Crime Against Women,
Himachal Pradesh,2005,141,Rape,01. Rape,Crime Against Women,
Jammu & Kashmir,2005,201,Rape,01. Rape,Crime Against Women,
Jharkhand,2005,753,Rape,01. Rape,Crime Against Women,
Karnataka,2005,343,Rape,01. Rape,Crime Against Women,
Kerala,2005,478,Rape,01. Rape,Crime Against Women,
Lakshadweep,2005,0,Rape,01. Rape,Crime Against Women,
Madhya Pradesh,2005,2921,Rape,01. Rape,Crime Against Women,
Maharashtra,2005,1545,Rape,01. Rape,Crime Against Women,
Manipur,2005,25,Rape,01. Rape,Crime Against Women,
Meghalaya,2005,63,Rape,01. Rape,Crime Against Women,
Mizoram,2005,37,Rape,01. Rape,Crime Against Women,
Nagaland,2005,17,Rape,01. Rape,Crime Against Women,
Odisha,2005,799,Rape,01. Rape,Crime Against Women,
Puducherry,2005,6,Rape,01. Rape,Crime Against Women,
Punjab,2005,398,Rape,01. Rape,Crime Against Women,
Rajasthan,2005,993,Rape,01. Rape,Crime Against Women,
Sikkim,2005,18,Rape,01. Rape,Crime Against Women,
